STATE OF NEW HAMPSHIRE,,,,,,,,,,,,,,,
DEPARTMENT OF ADMINISTRATIVE SERVICES - BUDGET OFFICE,,,,,,,,,,,,,,,
AGENCY FY26 - FY27 BUDGET SUMMISSION - BUDGET VERSION: 2026B01,,,,,,,,,,,,,,,
RUN DATE: 10/08/2024,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Category of Government,Department,Agency,Activity,Fund,Acct Unit,Record Type,Class,FY24 Actual ,FY25 Adj Auth,FY26 Efficiency ,FY26 Prioritized Needs,FY26 Total Request,FY27 Efficiency,FY27 Prioritized Needs,FY27 Total Request
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76140000-IT FOR ADMINISTRATIVE SERV,Expense,037-Technology - Hardware,"49,200","144,433","120,209",0,"120,209","93,000",0,"93,000"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76140000-IT FOR ADMINISTRATIVE SERV,Expense,038-Technology - Software,"156,419","208,975","367,779",0,"367,779","304,436",0,"304,436"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76140000-IT FOR ADMINISTRATIVE SERV,Expense,046-Consultants,"6,500","2,000","7,755",0,"7,755","9,600",0,"9,600"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76140000-IT FOR ADMINISTRATIVE SERV,Funding,001-Transfer from Other Agencies,"216,557","362,158","502,162",0,"502,162","413,681",0,"413,681"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76180000-IT FOR AGRICULTURE,Expense,020-Current Expenses,108,590,580,0,580,580,0,580
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76180000-IT FOR AGRICULTURE,Expense,037-Technology - Hardware,"28,249","22,676","9,242",0,"9,242","10,397",0,"10,397"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76180000-IT FOR AGRICULTURE,Expense,038-Technology - Software,103,"152,030","249,247",0,"249,247","264,050",0,"264,050"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76180000-IT FOR AGRICULTURE,Expense,046-Consultants,"172,419","120,000",0,0,0,0,0,0
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76180000-IT FOR AGRICULTURE,Expense,066-Employee training,0,"2,500","2,500",0,"2,500","2,500",0,"2,500"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76180000-IT FOR AGRICULTURE,Funding,001-Transfer from Other Agencies,"200,879","297,796","261,569",0,"261,569","277,527",0,"277,527"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76200000-IT FOR JUSTICE,Expense,020-Current Expenses,0,"1,340","1,150",0,"1,150","1,150",0,"1,150"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76200000-IT FOR JUSTICE,Expense,037-Technology - Hardware,"95,950","94,186","116,823",0,"116,823","128,614",0,"128,614"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76200000-IT FOR JUSTICE,Expense,038-Technology - Software,"108,267","160,435","209,407",0,"209,407","222,377",0,"222,377"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76200000-IT FOR JUSTICE,Expense,046-Consultants,0,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76200000-IT FOR JUSTICE,Funding,001-Transfer from Other Agencies,"204,217","255,962","327,381",0,"327,381","352,142",0,"352,142"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76210000-IT FOR OFF PRO LICENS/CERT,Expense,020-Current Expenses,139,"1,060","3,005",0,"3,005","1,130",0,"1,130"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76210000-IT FOR OFF PRO LICENS/CERT,Expense,037-Technology - Hardware,"85,086","40,788","44,038",0,"44,038","47,682",0,"47,682"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76210000-IT FOR OFF PRO LICENS/CERT,Expense,038-Technology - Software,"137,533","137,310","209,555",0,"209,555","228,977",0,"228,977"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76210000-IT FOR OFF PRO LICENS/CERT,Expense,046-Consultants,"39,973",1,"200,000",0,"200,000","210,000",0,"210,000"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76210000-IT FOR OFF PRO LICENS/CERT,Funding,001-Transfer from Other Agencies,"262,731","179,159","456,598",0,"456,598","487,789",0,"487,789"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76220000-IT FOR BUSINESS & ECON AFF,Expense,020-Current Expenses,101,390,470,0,470,470,0,470
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76220000-IT FOR BUSINESS & ECON AFF,Expense,037-Technology - Hardware,"18,167","20,161","33,374",0,"33,374","33,994",0,"33,994"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76220000-IT FOR BUSINESS & ECON AFF,Expense,038-Technology - Software,"59,860","87,651","77,156",0,"77,156","82,436",0,"82,436"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76220000-IT FOR BUSINESS & ECON AFF,Funding,001-Transfer from Other Agencies,"78,128","108,202","111,000",0,"111,000","116,900",0,"116,900"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76230000-IT FOR SAFETY,Expense,020-Current Expenses,"42,410","52,150","50,000",0,"50,000","50,000",0,"50,000"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76230000-IT FOR SAFETY,Expense,037-Technology - Hardware,"1,955,010","2,373,076","1,963,759",0,"1,963,759","2,256,505",0,"2,256,505"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76230000-IT FOR SAFETY,Expense,038-Technology - Software,"4,473,731","4,710,328","4,742,549",0,"4,742,549","5,321,892",0,"5,321,892"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76230000-IT FOR SAFETY,Expense,039-Telecommunications,"278,802","464,869","364,369",0,"364,369","364,369",0,"364,369"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76230000-IT FOR SAFETY,Expense,046-Consultants,"4,371,862","4,730,500","4,829,010",0,"4,829,010","4,862,700",0,"4,862,700"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76230000-IT FOR SAFETY,Expense,066-Employee training,0,"11,701","10,000",0,"10,000","10,000",0,"10,000"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76230000-IT FOR SAFETY,Funding,001-Transfer from Other Agencies,"11,121,815","12,342,624","11,959,687",0,"11,959,687","12,865,466",0,"12,865,466"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76240000-IT FOR INSURANCE,Expense,020-Current Expenses,0,990,840,0,840,840,0,840
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76240000-IT FOR INSURANCE,Expense,037-Technology - Hardware,"45,368","54,546","59,590",0,"59,590","62,142",0,"62,142"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76240000-IT FOR INSURANCE,Expense,038-Technology - Software,"39,852","53,977","76,223",0,"76,223","83,554",0,"83,554"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76240000-IT FOR INSURANCE,Expense,046-Consultants,0,"130,000","92,500",0,"92,500","92,500",0,"92,500"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76240000-IT FOR INSURANCE,Expense,066-Employee training,0,"5,000","2,500",0,"2,500","2,500",0,"2,500"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76240000-IT FOR INSURANCE,Funding,001-Transfer from Other Agencies,"85,220","244,513","231,653",0,"231,653","241,536",0,"241,536"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76260000-IT FOR LABOR,Expense,020-Current Expenses,583,"1,260","1,260",0,"1,260","1,260",0,"1,260"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76260000-IT FOR LABOR,Expense,037-Technology - Hardware,"54,163","83,474","66,796",0,"66,796","73,833",0,"73,833"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76260000-IT FOR LABOR,Expense,038-Technology - Software,"16,765","82,580","12,837",0,"12,837","14,037",0,"14,037"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76260000-IT FOR LABOR,Expense,046-Consultants,"615,732","558,497","500,420",0,"500,420","523,364",0,"523,364"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76260000-IT FOR LABOR,Expense,066-Employee training,700,"5,800","6,500",0,"6,500","6,500",0,"6,500"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76260000-IT FOR LABOR,Funding,001-Transfer from Other Agencies,"687,943","731,611","587,813",0,"587,813","618,994",0,"618,994"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76270000-IT FOR EMPLOYMENT SECURITY,Expense,020-Current Expenses,"9,639","12,220","13,320",0,"13,320","13,320",0,"13,320"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76270000-IT FOR EMPLOYMENT SECURITY,Expense,037-Technology - Hardware,"375,290","383,068","279,227",0,"279,227","288,185",0,"288,185"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76270000-IT FOR EMPLOYMENT SECURITY,Expense,038-Technology - Software,"1,464,386","1,536,330","1,808,747",0,"1,808,747","1,843,413",0,"1,843,413"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76270000-IT FOR EMPLOYMENT SECURITY,Expense,046-Consultants,0,"15,000",1,0,1,1,0,1
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76270000-IT FOR EMPLOYMENT SECURITY,Expense,066-Employee training,0,"5,000","5,000",0,"5,000","5,000",0,"5,000"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76270000-IT FOR EMPLOYMENT SECURITY,Funding,001-Transfer from Other Agencies,"1,849,315","1,951,618","2,106,295",0,"2,106,295","2,149,919",0,"2,149,919"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76320000-IT FOR SECRETARY OF STATE,Expense,037-Technology - Hardware,0,600,600,0,600,600,0,600
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76320000-IT FOR SECRETARY OF STATE,Funding,001-Transfer from Other Agencies,0,600,600,0,600,600,0,600
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76350000-IT FOR NATURAL&CULTURAL RESCS,Expense,020-Current Expenses,0,"1,480","1,000",0,"1,000","1,000",0,"1,000"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76350000-IT FOR NATURAL&CULTURAL RESCS,Expense,037-Technology - Hardware,"72,439","125,310","72,598",0,"72,598","74,239",0,"74,239"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76350000-IT FOR NATURAL&CULTURAL RESCS,Expense,038-Technology - Software,"58,648","41,660","71,860",0,"71,860","80,448",0,"80,448"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76350000-IT FOR NATURAL&CULTURAL RESCS,Expense,046-Consultants,0,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76350000-IT FOR NATURAL&CULTURAL RESCS,Funding,001-Transfer from Other Agencies,"131,087","168,451","145,459",0,"145,459","155,688",0,"155,688"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76380000-IT FOR TREASURY,Expense,020-Current Expenses,0,210,220,0,220,220,0,220
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76380000-IT FOR TREASURY,Expense,037-Technology - Hardware,"29,414","29,245","6,183",0,"6,183","6,556",0,"6,556"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76380000-IT FOR TREASURY,Expense,038-Technology - Software,"2,917","5,200","8,329",0,"8,329","6,921",0,"6,921"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76380000-IT FOR TREASURY,Funding,001-Transfer from Other Agencies,"32,331","34,655","14,732",0,"14,732","13,697",0,"13,697"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76430000-IT FOR NH VETERANS HOME,Expense,020-Current Expenses,234,770,780,0,780,780,0,780
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76430000-IT FOR NH VETERANS HOME,Expense,037-Technology - Hardware,"48,995","34,596","65,070",0,"65,070","95,092",0,"95,092"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76430000-IT FOR NH VETERANS HOME,Expense,038-Technology - Software,"163,116","200,985","266,367",0,"266,367","282,811",0,"282,811"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76430000-IT FOR NH VETERANS HOME,Expense,046-Consultants,0,"47,800","173,500",0,"173,500","47,800",0,"47,800"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76430000-IT FOR NH VETERANS HOME,Funding,001-Transfer from Other Agencies,"212,345","284,151","505,717",0,"505,717","426,483",0,"426,483"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76440000-IT FOR ENVIRONMENTAL SERV,Expense,020-Current Expenses,432,"4,110","5,260",0,"5,260","5,260",0,"5,260"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76440000-IT FOR ENVIRONMENTAL SERV,Expense,037-Technology - Hardware,"180,709","262,492","261,998",0,"261,998","270,772",0,"270,772"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76440000-IT FOR ENVIRONMENTAL SERV,Expense,038-Technology - Software,"295,205","392,900","346,657",0,"346,657","382,954",0,"382,954"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76440000-IT FOR ENVIRONMENTAL SERV,Expense,039-Telecommunications,0,"10,000","10,000",0,"10,000","10,000",0,"10,000"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76440000-IT FOR ENVIRONMENTAL SERV,Expense,066-Employee training,"10,398","15,000","10,000",0,"10,000","10,000",0,"10,000"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76440000-IT FOR ENVIRONMENTAL SERV,Funding,001-Transfer from Other Agencies,"486,744","684,502","633,915",0,"633,915","678,986",0,"678,986"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76460000-IT FOR CORRECTIONS,Expense,020-Current Expenses,"3,200","3,200","3,640",0,"3,640","3,640",0,"3,640"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76460000-IT FOR CORRECTIONS,Expense,030-Equipment New/Replacement,0,0,"10,000",0,"10,000","10,000",0,"10,000"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76460000-IT FOR CORRECTIONS,Expense,037-Technology - Hardware,"863,552","649,722","327,553",0,"327,553","312,642",0,"312,642"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76460000-IT FOR CORRECTIONS,Expense,038-Technology - Software,"1,126,558","1,215,897","1,254,493",0,"1,254,493","1,659,343",0,"1,659,343"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76460000-IT FOR CORRECTIONS,Expense,046-Consultants,"57,436","136,427","79,000",0,"79,000","142,000",0,"142,000"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76460000-IT FOR CORRECTIONS,Expense,066-Employee training,"2,989","7,500","10,000",0,"10,000","10,000",0,"10,000"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76460000-IT FOR CORRECTIONS,Funding,001-Transfer from Other Agencies,"2,053,735","2,012,746","1,684,686",0,"1,684,686","2,137,625",0,"2,137,625"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76520000-IT FOR DEPT OF ENERGY,Expense,020-Current Expenses,0,690,990,0,990,990,0,990
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76520000-IT FOR DEPT OF ENERGY,Expense,037-Technology - Hardware,"39,605","50,153","23,622",0,"23,622","23,132",0,"23,132"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76520000-IT FOR DEPT OF ENERGY,Expense,038-Technology - Software,"35,460","47,500","78,655",0,"78,655","84,958",0,"84,958"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76520000-IT FOR DEPT OF ENERGY,Expense,046-Consultants,"81,709","150,000","150,000",0,"150,000","150,000",0,"150,000"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76520000-IT FOR DEPT OF ENERGY,Expense,066-Employee training,0,"5,000","5,000",0,"5,000","5,000",0,"5,000"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76520000-IT FOR DEPT OF ENERGY,Funding,001-Transfer from Other Agencies,"156,774","253,343","258,267",0,"258,267","264,080",0,"264,080"
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76530000-IT FOR CONSUMER ADVOCATE,Expense,037-Technology - Hardware,0,"5,000","5,000",0,"5,000","5,000",0,"5,000"
