Agency Title,Agency Code,Fiscal Year,Effective Date,Account,Account Type,Account Category (Ex),Account Summary (Ex),Goal,Funds,Fund Title,Fund Category,Vendor,Amount,Agency Title
"Agriculture, Department of",210,2024,2024-03-14,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-03-15,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-03-18,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-03-19,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-03-20,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-03-21,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-03-22,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-03-25,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-03-26,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-03-27,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-03-28,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-03-29,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-04-01,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-04-02,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-13,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,3677.3,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-14,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,7721.28,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-14,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-11498.58,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-15,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-2423.92,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-15,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,2423.92,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-16,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-1882.11,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-16,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,1882.11,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-17,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,3302.78,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-17,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-3302.78,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-20,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,6174.12,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-20,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-6174.12,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-21,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,2569.24,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-21,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-2569.24,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-22,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-5330,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-22,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,5330,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-23,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-11404.84,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-23,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,11404.84,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-24,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,7635.6,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-24,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-7635.6,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-28,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,15045.02,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-28,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-15045.02,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-29,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,7817.74,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-29,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-7817.74,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-30,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-3455.72,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-30,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,3455.72,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-31,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,5813.27,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-31,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-5813.27,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-03,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-04,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-06,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-07,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,15332.86,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-07,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-15332.86,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-11,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,6583.02,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-11,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-6583.02,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-12,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-3039.78,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-12,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,3039.78,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-13,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,10029.26,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-13,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-10029.26,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-14,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-8759.19,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-14,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,8759.19,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-18,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,5383.94,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-17,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-2848.36,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-17,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,2848.36,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-18,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-5383.94,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-21,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,4221,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-20,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-14968.69,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-20,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,14968.69,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-21,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-4221,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-24,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,6790.27,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-24,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-6790.27,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-10,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-12148.32,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-10,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,12148.32,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-05,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-10,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,4323.8,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-01,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-25,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-6012.56,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-25,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,6012.56,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-26,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-3445,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-26,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,3445,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-27,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,4151.9,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-27,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-4151.9,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-28,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,-5282.3,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-28,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,22223.52,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-02,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-03,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-04,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-05,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-06,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-10,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-11,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-12,433000,Revenue,,,Economic Development,12501,Indirect Cost Recovery-SWCAP: Admin And Accounting Svcs,Other,,0,"Agriculture, Department of"
