STATE OF NEW HAMPSHIRE,,,,,,,,,,,,,,,
DEPARTMENT OF ADMINISTRATIVE SERVICES - BUDGET OFFICE,,,,,,,,,,,,,,,
AGENCY FY26 - FY27 BUDGET SUMMISSION - BUDGET VERSION: 2026B01,,,,,,,,,,,,,,,
RUN DATE: 10/08/2024,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Category of Government,Department,Agency,Activity,Fund,Acct Unit,Record Type,Class,FY24 Actual ,FY25 Adj Auth,FY26 Efficiency ,FY26 Prioritized Needs,FY26 Total Request,FY27 Efficiency,FY27 Prioritized Needs,FY27 Total Request
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76180000-IT FOR AGRICULTURE,Expense,037-Technology - Hardware,28249,22676,9242,0,9242,10397,0,10397
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76180000-IT FOR AGRICULTURE,Expense,038-Technology - Software,103,152030,249247,0,249247,264050,0,264050
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76180000-IT FOR AGRICULTURE,Expense,046-Consultants,172419,120000,0,0,0,0,0,0
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76180000-IT FOR AGRICULTURE,Expense,066-Employee training,0,2500,2500,0,2500,2500,0,2500
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76180000-IT FOR AGRICULTURE,Funding,001-Transfer from Other Agencies,200879,297796,261569,0,261569,277527,0,277527
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76200000-IT FOR JUSTICE,Expense,020-Current Expenses,0,1340,1150,0,1150,1150,0,1150
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76200000-IT FOR JUSTICE,Expense,037-Technology - Hardware,95950,94186,116823,0,116823,128614,0,128614
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76200000-IT FOR JUSTICE,Expense,038-Technology - Software,108267,160435,209407,0,209407,222377,0,222377
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76200000-IT FOR JUSTICE,Expense,046-Consultants,0,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76200000-IT FOR JUSTICE,Funding,001-Transfer from Other Agencies,204217,255962,327381,0,327381,352142,0,352142
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76210000-IT FOR OFF PRO LICENS/CERT,Expense,020-Current Expenses,139,1060,3005,0,3005,1130,0,1130
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76210000-IT FOR OFF PRO LICENS/CERT,Expense,037-Technology - Hardware,85086,40788,44038,0,44038,47682,0,47682
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76210000-IT FOR OFF PRO LICENS/CERT,Expense,038-Technology - Software,137533,137310,209555,0,209555,228977,0,228977
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76210000-IT FOR OFF PRO LICENS/CERT,Expense,046-Consultants,39973,1,200000,0,200000,210000,0,210000
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76210000-IT FOR OFF PRO LICENS/CERT,Funding,001-Transfer from Other Agencies,262731,179159,456598,0,456598,487789,0,487789
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76220000-IT FOR BUSINESS & ECON AFF,Expense,020-Current Expenses,101,390,470,0,470,470,0,470
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76220000-IT FOR BUSINESS & ECON AFF,Expense,037-Technology - Hardware,18167,20161,33374,0,33374,33994,0,33994
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76220000-IT FOR BUSINESS & ECON AFF,Expense,038-Technology - Software,59860,87651,77156,0,77156,82436,0,82436
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76220000-IT FOR BUSINESS & ECON AFF,Funding,001-Transfer from Other Agencies,78128,108202,111000,0,111000,116900,0,116900
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76230000-IT FOR SAFETY,Expense,020-Current Expenses,42410,52150,50000,0,50000,50000,0,50000
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76230000-IT FOR SAFETY,Expense,037-Technology - Hardware,1955010,2373076,1963759,0,1963759,2256505,0,2256505
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76230000-IT FOR SAFETY,Expense,038-Technology - Software,4473731,4710328,4742549,0,4742549,5321892,0,5321892
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76230000-IT FOR SAFETY,Expense,039-Telecommunications,278802,464869,364369,0,364369,364369,0,364369
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76230000-IT FOR SAFETY,Expense,046-Consultants,4371862,4730500,4829010,0,4829010,4862700,0,4862700
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76230000-IT FOR SAFETY,Expense,066-Employee training,0,11701,10000,0,10000,10000,0,10000
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76230000-IT FOR SAFETY,Funding,001-Transfer from Other Agencies,11121815,12342624,11959687,0,11959687,12865466,0,12865466
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76240000-IT FOR INSURANCE,Expense,020-Current Expenses,0,990,840,0,840,840,0,840
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76240000-IT FOR INSURANCE,Expense,037-Technology - Hardware,45368,54546,59590,0,59590,62142,0,62142
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76240000-IT FOR INSURANCE,Expense,038-Technology - Software,39852,53977,76223,0,76223,83554,0,83554
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76240000-IT FOR INSURANCE,Expense,046-Consultants,0,130000,92500,0,92500,92500,0,92500
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76240000-IT FOR INSURANCE,Expense,066-Employee training,0,5000,2500,0,2500,2500,0,2500
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76240000-IT FOR INSURANCE,Funding,001-Transfer from Other Agencies,85220,244513,231653,0,231653,241536,0,241536
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76260000-IT FOR LABOR,Expense,020-Current Expenses,583,1260,1260,0,1260,1260,0,1260
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76260000-IT FOR LABOR,Expense,037-Technology - Hardware,54163,83474,66796,0,66796,73833,0,73833
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76260000-IT FOR LABOR,Expense,038-Technology - Software,16765,82580,12837,0,12837,14037,0,14037
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76260000-IT FOR LABOR,Expense,046-Consultants,615732,558497,500420,0,500420,523364,0,523364
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76260000-IT FOR LABOR,Expense,066-Employee training,700,5800,6500,0,6500,6500,0,6500
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76260000-IT FOR LABOR,Funding,001-Transfer from Other Agencies,687943,731611,587813,0,587813,618994,0,618994
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76270000-IT FOR EMPLOYMENT SECURITY,Expense,020-Current Expenses,9639,12220,13320,0,13320,13320,0,13320
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76270000-IT FOR EMPLOYMENT SECURITY,Expense,037-Technology - Hardware,375290,383068,279227,0,279227,288185,0,288185
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76270000-IT FOR EMPLOYMENT SECURITY,Expense,038-Technology - Software,1464386,1536330,1808747,0,1808747,1843413,0,1843413
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76270000-IT FOR EMPLOYMENT SECURITY,Expense,046-Consultants,0,15000,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76270000-IT FOR EMPLOYMENT SECURITY,Expense,066-Employee training,0,5000,5000,0,5000,5000,0,5000
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76270000-IT FOR EMPLOYMENT SECURITY,Funding,001-Transfer from Other Agencies,1849315,1951618,2106295,0,2106295,2149919,0,2149919
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76320000-IT FOR SECRETARY OF STATE,Expense,037-Technology - Hardware,0,600,600,0,600,600,0,600
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76320000-IT FOR SECRETARY OF STATE,Funding,001-Transfer from Other Agencies,0,600,600,0,600,600,0,600
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76350000-IT FOR NATURAL&CULTURAL RESCS,Expense,020-Current Expenses,0,1480,1000,0,1000,1000,0,1000
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76350000-IT FOR NATURAL&CULTURAL RESCS,Expense,037-Technology - Hardware,72439,125310,72598,0,72598,74239,0,74239
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76350000-IT FOR NATURAL&CULTURAL RESCS,Expense,038-Technology - Software,58648,41660,71860,0,71860,80448,0,80448
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76350000-IT FOR NATURAL&CULTURAL RESCS,Expense,046-Consultants,0,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76350000-IT FOR NATURAL&CULTURAL RESCS,Funding,001-Transfer from Other Agencies,131087,168451,145459,0,145459,155688,0,155688
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76380000-IT FOR TREASURY,Expense,020-Current Expenses,0,210,220,0,220,220,0,220
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76380000-IT FOR TREASURY,Expense,037-Technology - Hardware,29414,29245,6183,0,6183,6556,0,6556
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76380000-IT FOR TREASURY,Expense,038-Technology - Software,2917,5200,8329,0,8329,6921,0,6921
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76380000-IT FOR TREASURY,Funding,001-Transfer from Other Agencies,32331,34655,14732,0,14732,13697,0,13697
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76430000-IT FOR NH VETERANS HOME,Expense,020-Current Expenses,234,770,780,0,780,780,0,780
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76430000-IT FOR NH VETERANS HOME,Expense,037-Technology - Hardware,48995,34596,65070,0,65070,95092,0,95092
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76430000-IT FOR NH VETERANS HOME,Expense,038-Technology - Software,163116,200985,266367,0,266367,282811,0,282811
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76430000-IT FOR NH VETERANS HOME,Expense,046-Consultants,0,47800,173500,0,173500,47800,0,47800
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76430000-IT FOR NH VETERANS HOME,Funding,001-Transfer from Other Agencies,212345,284151,505717,0,505717,426483,0,426483
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76440000-IT FOR ENVIRONMENTAL SERV,Expense,020-Current Expenses,432,4110,5260,0,5260,5260,0,5260
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76440000-IT FOR ENVIRONMENTAL SERV,Expense,037-Technology - Hardware,180709,262492,261998,0,261998,270772,0,270772
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76440000-IT FOR ENVIRONMENTAL SERV,Expense,038-Technology - Software,295205,392900,346657,0,346657,382954,0,382954
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76440000-IT FOR ENVIRONMENTAL SERV,Expense,039-Telecommunications,0,10000,10000,0,10000,10000,0,10000
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76440000-IT FOR ENVIRONMENTAL SERV,Expense,066-Employee training,10398,15000,10000,0,10000,10000,0,10000
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76440000-IT FOR ENVIRONMENTAL SERV,Funding,001-Transfer from Other Agencies,486744,684502,633915,0,633915,678986,0,678986
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76460000-IT FOR CORRECTIONS,Expense,020-Current Expenses,3200,3200,3640,0,3640,3640,0,3640
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76460000-IT FOR CORRECTIONS,Expense,030-Equipment New/Replacement,0,0,10000,0,10000,10000,0,10000
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76460000-IT FOR CORRECTIONS,Expense,037-Technology - Hardware,863552,649722,327553,0,327553,312642,0,312642
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76460000-IT FOR CORRECTIONS,Expense,038-Technology - Software,1126558,1215897,1254493,0,1254493,1659343,0,1659343
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76460000-IT FOR CORRECTIONS,Expense,046-Consultants,57436,136427,79000,0,79000,142000,0,142000
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76460000-IT FOR CORRECTIONS,Expense,066-Employee training,2989,7500,10000,0,10000,10000,0,10000
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76460000-IT FOR CORRECTIONS,Funding,001-Transfer from Other Agencies,2053735,2012746,1684686,0,1684686,2137625,0,2137625
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76520000-IT FOR DEPT OF ENERGY,Expense,020-Current Expenses,0,690,990,0,990,990,0,990
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76520000-IT FOR DEPT OF ENERGY,Expense,037-Technology - Hardware,39605,50153,23622,0,23622,23132,0,23132
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76520000-IT FOR DEPT OF ENERGY,Expense,038-Technology - Software,35460,47500,78655,0,78655,84958,0,84958
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76520000-IT FOR DEPT OF ENERGY,Expense,046-Consultants,81709,150000,150000,0,150000,150000,0,150000
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76520000-IT FOR DEPT OF ENERGY,Expense,066-Employee training,0,5000,5000,0,5000,5000,0,5000
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76520000-IT FOR DEPT OF ENERGY,Funding,001-Transfer from Other Agencies,156774,253343,258267,0,258267,264080,0,264080
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76530000-IT FOR CONSUMER ADVOCATE,Expense,037-Technology - Hardware,0,5000,5000,0,5000,5000,0,5000
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76530000-IT FOR CONSUMER ADVOCATE,Funding,001-Transfer from Other Agencies,0,5000,5000,0,5000,5000,0,5000
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76550000-IT FOR PUC ADJUDICATIVE COMM,Expense,020-Current Expenses,0,220,180,0,180,180,0,180
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76550000-IT FOR PUC ADJUDICATIVE COMM,Expense,037-Technology - Hardware,11469,13258,3906,0,3906,3014,0,3014
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76550000-IT FOR PUC ADJUDICATIVE COMM,Expense,038-Technology - Software,811,5778,7215,0,7215,8333,0,8333
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76550000-IT FOR PUC ADJUDICATIVE COMM,Expense,046-Consultants,0,150000,100000,0,100000,150000,0,150000
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76550000-IT FOR PUC ADJUDICATIVE COMM,Funding,001-Transfer from Other Agencies,12280,169256,111301,0,111301,161527,0,161527
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76560000-IT FOR EDUCATION,Expense,020-Current Expenses,0,2150,2510,0,2510,2510,0,2510
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76560000-IT FOR EDUCATION,Expense,037-Technology - Hardware,12808,42046,53509,0,53509,55586,0,55586
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76560000-IT FOR EDUCATION,Expense,038-Technology - Software,71742,53494,72962,0,72962,116222,0,116222
01-GENERAL GOVERNMENT,00003-INFORMATION TECHNOLOGY DEPT,003-INFORMATION TECHNOLOGY DEPT,OIT030010-INFORMATION TECHNOLOGY DEPT OF,010-General Fund,76560000-IT FOR EDUCATION,Expense,066-Employee training,799,7500,5252,0,5252,5512,0,5512
